oracle,exec_time
1334883,0.0027475357055664062
132,0.0022237300872802734
250,0.0012691020965576172
132,0.0019812583923339844
712769,0.0015184879302978516
5,0.0019567012786865234
9,0.001905679702758789
14,0.002196073532104492
582126,0.0016138553619384766
132,0.0006518363952636719
250,0.002703428268432617
372,0.0019397735595703125
1334883,0.0014030933380126953
5,0.0005936622619628906
9,0.0013074874877929688
9,0.001522064208984375
2609130,0.0010445117950439453
39588,0.0037920475006103516
38325,0.0012483596801757812
39588,0.0014393329620361328
6048772,0.001104116439819336
4523929,0.0010402202606201172
26571401,0.0011467933654785156
27016739,0.0011568069458007812
2338833,0.0015718936920166016
3722376,0.001497030258178711
26571401,0.00054931640625
22229897,0.001171112060546875
10444633,0.0010137557983398438
4523930,0.0010061264038085938
26571401,0.0004794597625732422
27016745,0.0013985633850097656
459925,0.0013523101806640625
4523929,0.00048422813415527344
823805,0.001796722412109375
2056297,0.0016238689422607422
459924,0.00103759765625
3722376,0.00044536590576171875
823805,0.0005805492401123047
4371442,0.0018150806427001953
459925,0.0013079643249511719
4523930,0.00043892860412597656
823805,0.0006122589111328125
1190857,0.0015308856964111328
6048772,0.0005884170532226562
1334882,0.0015034675598144531
7841164,0.0015952587127685547
7971869,0.0012137889862060547
2338833,0.0004725456237792969
582126,0.0015408992767333984
7841164,0.0007185935974121094
3476435,0.0011835098266601562
10444633,0.0013146400451660156
1334883,0.0013346672058105469
7841164,0.0005772113800048828
7971871,0.0018825531005859375
31,0.0018100738525390625
451,0.0016932487487792969
6057855,0.0010480880737304688
486,0.0014014244079589844
4158,0.0010364055633544922
64915257,0.0016324520111083984
6767,0.0010600090026855469
64321,0.001405477523803711
31,0.0014348030090332031
451,0.0005271434783935547
6767,0.0004982948303222656
485,0.0018162727355957031
31,0.0013327598571777344
451,0.000514984130859375
21367294,0.0016980171203613281
486,0.001390695571899414
4523929,0.0010330677032470703
64915257,0.0005540847778320312
21367294,0.00045418739318847656
69976569,0.0012142658233642578
4469661,0.0010633468627929688
691640,0.0015375614166259766
21640746,0.001085519790649414
7451973,0.0010221004486083984
7698328,0.0011889934539794922
2609130,0.001493692398071289
7698328,0.0011832714080810547
2728943,0.001100301742553711
2819159,0.0011963844299316406
2609130,0.00047659873962402344
2819159,0.0015635490417480469
276403,0.0012187957763671875
285515,0.0014271736145019531
2609130,0.0004703998565673828
285515,0.0018258094787597656
3314025,0.0010802745819091797
7698328,0.0005259513854980469
2405534,0.001294851303100586
7874171,0.0014774799346923828
823406,0.0014870166778564453
7698328,0.0005164146423339844
597682,0.0010786056518554688
1956425,0.001287698745727539
5484122,0.0011768341064453125
2406574,0.0010428428649902344
13089568,0.003906965255737305
13030354,0.0012311935424804688
2120504,0.0010809898376464844
930532,0.0010576248168945312
13089568,0.0005424022674560547
5038348,0.0012545585632324219
27052840,0.0010478496551513672
2609129,0.001031637191772461
37442547,0.0011820793151855469
40358259,0.0011794567108154297
8154,0.0014753341674804688
1267564,0.0011031627655029297
4309,0.001489877700805664
12120,0.0016803741455078125
8154,0.0012202262878417969
1334883,0.0012316703796386719
4309,0.00066375732421875
4309,0.0014829635620117188
4523930,0.0010035037994384766
2609129,0.0010173320770263672
4673488,0.0018589496612548828
5166005,0.0011532306671142578
293956,0.0010976791381835938
325150,0.0020704269409179688
338869,0.0011179447174072266
279324,0.0014657974243164062
810722,0.003111124038696289
243081,0.0014870166778564453
419247,0.0012843608856201172
436936,0.0013048648834228516
483302,0.0013158321380615234
147632,0.013526678085327148
623167,0.0016245841979980469
121863,0.0012290477752685547
10,0.002727985382080078
2609130,0.0009789466857910156
1,0.0014085769653320312
125858,0.0013718605041503906
10,0.0013267993927001953
1,0.0014216899871826172
125858,0.001394510269165039
10,0.0013158321380615234
1,0.0015552043914794922
1,0.0015652179718017578
1093465,0.0010809898376464844
459924,0.0013480186462402344
1260532,0.0011522769927978516
279324,0.0015032291412353516
810722,0.002413511276245117
243081,0.0030243396759033203
593024,0.0022423267364501953
1625323,0.003350973129272461
683631,0.0023849010467529297
147632,0.013621330261230469
881470,0.0038902759552001953
1087076,0.001201629638671875
985189,0.0010955333709716797
459925,0.0013492107391357422
1605008,0.0015027523040771484
552984,0.0015940666198730469
243081,0.0017197132110595703
1615826,0.001287698745727539
754332,0.001844644546508789
683631,0.0015223026275634766
292271,0.013388633728027344
1121236,0.0021619796752929688
127941,0.0011734962463378906
146434,0.0012042522430419922
975873,0.0010890960693359375
241347,0.0014569759368896484
2373350,0.001399993896484375
823805,0.0014486312866210938
182473,0.0013246536254882812
1216043,0.0012936592102050781
1391810,0.0013480186462402344
432295,0.013702869415283203
1734347,0.0016314983367919922
825924,0.0010900497436523438
459925,0.0013203620910644531
4523931,0.0010039806365966797
241347,0.0006201267242431641
2373350,0.0005617141723632812
823805,0.0006394386291503906
573116,0.0015232563018798828
5641505,0.0012028217315673828
3142326,0.0015044212341308594
432295,0.012236833572387695
3915679,0.0021092891693115234
1262135,0.0010607242584228516
459925,0.0013575553894042969
4523929,0.0011065006256103516
241347,0.0006008148193359375
2373350,0.0006735324859619141
823805,0.0005793571472167969
573116,0.0015642642974853516
5641506,0.0012204647064208984
2056297,0.0015475749969482422
432295,0.012267351150512695
2562369,0.002122640609741211
2265625,0.0013022422790527344
2609129,0.0009989738464355469
4523929,0.0009992122650146484
3137110,0.0012059211730957031
5437913,0.001367330551147461
4673488,0.0011396408081054688
4282468,0.0013453960418701172
7425307,0.0012249946594238281
8553424,0.0011658668518066406
5619208,0.0014925003051757812
14039078,0.0015549659729003906
786483,0.0010838508605957031
1139365,0.0010519027709960938
4523922,0.0010328292846679688
3137110,0.0005104541778564453
5437913,0.0005130767822265625
4673488,0.0004999637603759766
1868695,0.0013058185577392578
7425296,0.0013427734375
10759831,0.0012598037719726562
5619208,0.0006229877471923828
17647399,0.001638650894165039
2868476,0.0010917186737060547
2609129,0.0011360645294189453
4523930,0.0010313987731933594
3137110,0.0005152225494384766
5437913,0.0005207061767578125
4673488,0.0006084442138671875
4279281,0.001251220703125
7425309,0.0012471675872802734
6755798,0.001216888427734375
5619208,0.0005550384521484375
11080310,0.0015063285827636719
36244345,0.0010581016540527344
549931,0.0015170574188232422
37442547,0.0013551712036132812
38325,0.0014772415161132812
2609130,0.0010044574737548828
39588,0.0014629364013671875
549931,0.001514434814453125
37442547,0.0011606216430664062
568111,0.002959012985229492
39588,0.0014030933380126953
568111,0.0019791126251220703
121863,0.0012538433074951172
459925,0.0013005733489990234
36244345,0.0009617805480957031
22186,0.0014574527740478516
1748331,0.0014162063598632812
6600071,0.0014257431030273438
22186,0.0015408992767333984
1748331,0.0013914108276367188
6600071,0.0014393329620361328
318370,0.013396739959716797
318370,0.001987457275390625
849082,0.0011043548583984375
459925,0.0013484954833984375
10185926,0.0011456012725830078
279324,0.0014922618865966797
22006526,0.0014827251434326172
6600071,0.0014674663543701172
593025,0.001813650131225586
13133679,0.0012545585632324219
7114164,0.0016303062438964844
4008386,0.013523578643798828
9172964,0.0021238327026367188
1533909,0.0012295246124267578
459925,0.0012295246124267578
36244345,0.0009655952453613281
279324,0.0016102790832519531
22006526,0.0005841255187988281
6600071,0.0014317035675048828
279324,0.0014641284942626953
22006526,0.0014464855194091797
6600071,0.001462697982788086
4008386,0.013509750366210938
4008386,0.002020120620727539
575411,0.0011796951293945312
833589,0.0012257099151611328
1148408,0.0010256767272949219
3137110,0.0017099380493164062
8957514,0.0012497901916503906
7698328,0.00118255615234375
1367185,0.0012392997741699219
1883525,0.0012803077697753906
2728634,0.0012309551239013672
9256151,0.0014750957489013672
4475284,0.0015294551849365234
3036719,0.0010647773742675781
2609130,0.0013034343719482422
7451973,0.0009942054748535156
3137110,0.0005180835723876953
8957514,0.0005183219909667969
7698328,0.0005042552947998047
3137110,0.0011911392211914062
8957514,0.0012524127960205078
7698328,0.0012061595916748047
9256151,0.0005650520324707031
9256151,0.0015110969543457031
2265625,0.0010457038879394531
2609129,0.0010058879852294922
4521744,0.0010373592376708984
3137110,0.0005321502685546875
8957514,0.0005352497100830078
7698328,0.0005145072937011719
4282468,0.001241922378540039
7416197,0.00125885009765625
8540610,0.0012638568878173828
9256151,0.0006203651428222656
14018045,0.0015413761138916016
9274862,0.001111745834350586
4523927,0.001148223876953125
64915257,0.001180887222290039
69976531,0.0017726421356201172
5601733,0.0010836124420166016
3442102,0.0010523796081542969
64915257,0.0005218982696533203
53242765,0.0012440681457519531
8154,0.001398324966430664
1267564,0.0011110305786132812
5092747,0.001024484634399414
4309,0.0014514923095703125
47894,0.0013713836669921875
7841164,0.001451253890991211
12120,0.0016117095947265625
48696,0.0015871524810791016
7569847,0.0012621879577636719
25313,0.013442754745483398
72382,0.002268075942993164
8154,0.0013217926025390625
1260532,0.0010905265808105469
5064494,0.0011126995086669922
4309,0.0006442070007324219
47894,0.0006299018859863281
7841164,0.0006110668182373047
12120,0.0023717880249023438
48696,0.0018606185913085938
7527851,0.0017361640930175781
25313,0.01219797134399414
72382,0.0027785301208496094
8154,0.0013453960418701172
1334883,0.001409769058227539
10473827,0.0010726451873779297
4309,0.0005753040313720703
47894,0.0005834102630615234
7841164,0.0005598068237304688
6212,0.0019390583038330078
48696,0.0022478103637695312
7971873,0.001979827880859375
25313,0.01222538948059082
37098,0.0030612945556640625
824957,0.0013742446899414062
459925,0.0016658306121826172
4523928,0.0013432502746582031
1572985,0.0011320114135742188
241347,0.0014889240264892578
2373350,0.00151824951171875
1368805,0.0014719963073730469
823805,0.0014469623565673828
475121,0.0014233589172363281
4673488,0.0012407302856445312
573116,0.0015368461608886719
5641506,0.0012586116790771484
1960109,0.001262664794921875
3146010,0.0016007423400878906
1092788,0.0015022754669189453
10759839,0.0012543201446533203
432295,0.013425827026367188
249321,0.002026796340942383
2451811,0.002045869827270508
851039,0.0019905567169189453
3920270,0.002216815948486328
1361732,0.0021123886108398438
13407927,0.0015773773193359375
7475102,0.002124786376953125
446586,0.0027039051055908203
9314788,0.0028061866760253906
664591,0.0010631084442138672
459925,0.0013670921325683594
4523927,0.0010542869567871094
1267208,0.0010590553283691406
241347,0.0015037059783935547
2373350,0.001474618911743164
1368805,0.0014884471893310547
823805,0.001483917236328125
475121,0.001546621322631836
4673488,0.0011637210845947266
573116,0.0015451908111572266
5641503,0.0012722015380859375
1579079,0.0012059211730957031
3905141,0.0015919208526611328
1092787,0.001580953598022461
10759830,0.001256704330444336
432295,0.013572454452514648
249321,0.0021255016326904297
2451811,0.0020558834075927734
851039,0.0020716190338134766
4866230,0.0021169185638427734
1361732,0.0022537708282470703
13407916,0.0015287399291992188
9278846,0.002087831497192383
446586,0.0027375221252441406
11562449,0.0027260780334472656
642329,0.0010766983032226562
930532,0.0010895729064941406
1281963,0.0011508464813232422
3722376,0.001049041748046875
3137110,0.0012683868408203125
8957514,0.0012574195861816406
5437913,0.0012848377227783203
7698328,0.0012853145599365234
4673488,0.0011453628540039062
13346820,0.0012793540954589844
1526182,0.0012545585632324219
2102571,0.0012865066528320312
6105139,0.0012562274932861328
3045962,0.0013358592987060547
8844420,0.0012633800506591797
12184665,0.0012238025665283203
9256151,0.0015711784362792969
5619208,0.0015094280242919922
16043313,0.0015265941619873047
13789286,0.0014693737030029297
4995739,0.0015802383422851562
14505898,0.0015707015991210938
19984296,0.0016138553619384766
28950940,0.0014717578887939453
16579667,0.0021276473999023438
47482976,0.0022063255310058594
642329,0.0013704299926757812
10,0.0013871192932128906
1281963,0.0010352134704589844
3722376,0.0015513896942138672
12,0.0015377998352050781
8957514,0.0013456344604492188
5437913,0.0014197826385498047
29,0.001627206802368164
18,0.0015177726745605469
13346820,0.0012743473052978516
16,0.0016283988952636719
2102571,0.0013422966003417969
6105139,0.0012295246124267578
32,0.0015213489532470703
94,0.0014202594757080078
12184665,0.0012545585632324219
35,0.0016705989837646484
21,0.0017609596252441406
16043313,0.0015211105346679688
52,0.0015671253204345703
53,0.0024576187133789062
155,0.0018358230590820312
19984296,0.0015702247619628906
309,0.0016574859619140625
63,0.002208709716796875
507,0.002302408218383789
2265625,0.0010535717010498047
2609129,0.0010528564453125
4521744,0.001051187515258789
4523929,0.00103759765625
3137110,0.001214742660522461
8957514,0.0012660026550292969
5437913,0.0012171268463134766
7698328,0.0011990070343017578
4673488,0.001779794692993164
13346820,0.0012350082397460938
4282468,0.0012993812561035156
7416197,0.0013318061828613281
7425307,0.0012328624725341797
8540610,0.0012209415435791016
8553424,0.0011975765228271484
14808434,0.0012443065643310547
9256151,0.0015139579772949219
5619208,0.001550436019897461
16043313,0.0014729499816894531
13789286,0.0014455318450927734
14018045,0.0014977455139160156
14039078,0.0014739036560058594
24305676,0.0016064643859863281
27998407,0.0020220279693603516
16579667,0.002100229263305664
45920708,0.0021829605102539062
1533909,0.0012993812561035156
459925,0.0013165473937988281
36244345,0.000986337661743164
4523931,0.0009877681732177734
279324,0.0014951229095458984
22006526,0.0013966560363769531
2746801,0.00142669677734375
6600071,0.0014121532440185547
823805,0.0014681816101074219
64915257,0.0011756420135498047
279324,0.001520395278930664
22006526,0.001432180404663086
2746801,0.001459360122680664
6600071,0.0014750957489013672
823805,0.0016827583312988281
64915257,0.001651763916015625
4008386,0.013447761535644531
500317,0.002025127410888672
39414681,0.0022704601287841797
11821863,0.0019309520721435547
4008386,0.0020160675048828125
500317,0.002044677734375
39414681,0.0023908615112304688
11821863,0.001956939697265625
7179709,0.002582073211669922
7179709,0.002599000930786133
504973,0.0010700225830078125
459924,0.001111745834350586
6057855,0.0013625621795654297
3722376,0.001049041748046875
279324,0.0015163421630859375
22006526,0.0014214515686035156
2746801,0.0014379024505615234
6600071,0.0014522075653076172
823805,0.0014920234680175781
64915257,0.0015180110931396484
593024,0.0012350082397460938
7810966,0.001447439193725586
4799612,0.0016024112701416016
7114154,0.0013990402221679688
4371442,0.001463174819946289
57578069,0.001382589340209961
4008386,0.013580799102783203
500317,0.0024242401123046875
39414681,0.002012968063354492
11821863,0.0019373893737792969
9172953,0.001580953598022461
5636513,0.0015175342559814453
74240854,0.0015106201171875
67617873,0.0014760494232177734
7179709,0.0030944347381591797
87186124,0.0021686553955078125
5601733,0.001119852066040039
3442102,0.0010790824890136719
459924,0.0011241436004638672
64915257,0.0013043880462646484
6600071,0.0017516613006591797
823805,0.0015840530395507812
53242765,0.0013644695281982422
7114155,0.0014240741729736328
4371442,0.001313924789428711
11821863,0.013366222381591797
67617877,0.0015799999237060547
4107332,0.0011341571807861328
2523836,0.0011124610900878906
378713,0.0011928081512451172
64915257,0.000598907470703125
6600071,0.0005903244018554688
823805,0.00066375732421875
39038936,0.0013170242309570312
5857964,0.0013127326965332031
3599549,0.0013659000396728516
11821863,0.0009710788726806641
55678163,0.001561880111694336
8154,0.0014035701751708984
69235,0.0011603832244873047
278168,0.0011200904846191406
4309,0.0014989376068115234
47894,0.0014467239379882812
7841164,0.001463174819946289
12120,0.001596212387084961
48696,0.0015137195587158203
413468,0.0013692378997802734
25313,0.001984119415283203
72382,0.0021736621856689453
1325361,0.001336812973022461
459925,0.0013394355773925781
4523929,0.0011055469512939453
2609129,0.001018524169921875
241347,0.0014815330505371094
2373350,0.0014562606811523438
1368805,0.0015592575073242188
823805,0.0015265941619873047
475121,0.001401662826538086
4673488,0.0011947154998779297
441714,0.0016829967498779297
4343706,0.0015714168548583984
2505187,0.0015554428100585938
1507728,0.001653432846069336
869567,0.001535177230834961
8553424,0.001211404800415039
432295,0.013589620590209961
249321,0.002277374267578125
2451811,0.0020046234130859375
851039,0.0020558834075927734
1448030,0.0023272037506103516
835136,0.002127408981323242
8212675,0.0021066665649414062
2850672,0.002131223678588867
446586,0.0030651092529296875
2737800,0.0027925968170166016
1262135,0.0010557174682617188
459925,0.0014312267303466797
4523929,0.001049041748046875
2406574,0.0010406970977783203
241347,0.0015180110931396484
2373350,0.0014421939849853516
1368805,0.001722574234008789
823805,0.0014531612396240234
475121,0.0014884471893310547
4673488,0.0012412071228027344
573116,0.0027306079864501953
5641506,0.0012366771697998047
2998852,0.0012476444244384766
2056297,0.0015456676483154297
1092788,0.0015745162963867188
10759841,0.0012009143829345703
432295,0.01349782943725586
249321,0.002046346664428711
2451811,0.0030031204223632812
851039,0.002009868621826172
2562369,0.0021750926971435547
1361732,0.002458810806274414
13407929,0.0014872550964355469
4885882,0.002262592315673828
446586,0.0027446746826171875
6088340,0.0028476715087890625
1390894,0.0013928413391113281
2014967,0.0010421276092529297
2775954,0.004535675048828125
31,0.0016205310821533203
3137110,0.001332998275756836
8957514,0.0014624595642089844
38,0.00135040283203125
7698328,0.0011997222900390625
32,0.001581430435180664
93,0.0013875961303710938
3304785,0.001241445541381836
4552893,0.0014874935150146484
51,0.0014421939849853516
6595706,0.0012645721435546875
75,0.0014662742614746094
103,0.0015213489532470703
9256151,0.0014867782592773438
39,0.0017888545989990234
111,0.001653909683227539
96,0.0016360282897949219
10817740,0.0015377998352050781
122,0.0017709732055664062
169,0.0017194747924804688
244,0.0018460750579833984
115,0.002154111862182617
401,0.0022504329681396484
448597,0.001107931137084961
649876,0.0010790824890136719
895312,0.001394033432006836
31,0.0013818740844726562
3137110,0.0012471675872802734
8957514,0.001332998275756836
38,0.0014488697052001953
7698328,0.0012369155883789062
32,0.0013170242309570312
93,0.0013506412506103516
1065873,0.0013670921325683594
1468418,0.0020477771759033203
51,0.0014643669128417969
2127275,0.001360177993774414
75,0.0014350414276123047
103,0.0015189647674560547
9256151,0.0014858245849609375
39,0.0015439987182617188
111,0.0016095638275146484
96,0.0015838146209716797
3488983,0.00152587890625
122,0.0024967193603515625
169,0.0017762184143066406
244,0.0016696453094482422
115,0.0021233558654785156
401,0.0022878646850585938
1533908,0.0011086463928222656
459925,0.0014264583587646484
21367294,0.0010280609130859375
4523929,0.001049041748046875
279324,0.0015416145324707031
22006526,0.0021202564239501953
2746801,0.001440286636352539
6600071,0.0014526844024658203
823805,0.0014777183532714844
64915257,0.0011985301971435547
511219,0.001547098159790039
23726641,0.0012438297271728516
5027197,0.0012433528900146484
7114161,0.001512289047241211
1507728,0.0015821456909179688
69976569,0.001203298568725586
4008386,0.013499259948730469
500317,0.002035379409790039
39414681,0.0020287036895751953
11821863,0.0019381046295166016
7907580,0.002606630325317383
1675880,0.002131223678588867
77761155,0.0014832019805908203
23321686,0.0022394657135009766
7179709,0.0026116371154785156
25922676,0.0027077198028564453
